hour,outdoor_air_temp_c,outdoor_air_temp_f,b_1_inlet_temp_c,b_1_inlet_temp_f,b_1_load_w,b_1_geo_cop,b_1_geo_electric_w,b_1_air_cop,b_1_air_electric_w,b_10_inlet_temp_c,b_10_inlet_temp_f,b_10_load_w,b_10_geo_cop,b_10_geo_electric_w,b_10_air_cop,b_10_air_electric_w,b_11_inlet_temp_c,b_11_inlet_temp_f,b_11_load_w,b_11_geo_cop,b_11_geo_electric_w,b_11_air_cop,b_11_air_electric_w,b_12_inlet_temp_c,b_12_inlet_temp_f,b_12_load_w,b_12_geo_cop,b_12_geo_electric_w,b_12_air_cop,b_12_air_electric_w,b_13_inlet_temp_c,b_13_inlet_temp_f,b_13_load_w,b_13_geo_cop,b_13_geo_electric_w,b_13_air_cop,b_13_air_electric_w,b_14_inlet_temp_c,b_14_inlet_temp_f,b_14_load_w,b_14_geo_cop,b_14_geo_electric_w,b_14_air_cop,b_14_air_electric_w,b_15_inlet_temp_c,b_15_inlet_temp_f,b_15_load_w,b_15_geo_cop,b_15_geo_electric_w,b_15_air_cop,b_15_air_electric_w,b_16_inlet_temp_c,b_16_inlet_temp_f,b_16_load_w,b_16_geo_cop,b_16_geo_electric_w,b_16_air_cop,b_16_air_electric_w,b_17_inlet_temp_c,b_17_inlet_temp_f,b_17_load_w,b_17_geo_cop,b_17_geo_electric_w,b_17_air_cop,b_17_air_electric_w,b_18_inlet_temp_c,b_18_inlet_temp_f,b_18_load_w,b_18_geo_cop,b_18_geo_electric_w,b_18_air_cop,b_18_air_electric_w,b_19_inlet_temp_c,b_19_inlet_temp_f,b_19_load_w,b_19_geo_cop,b_19_geo_electric_w,b_19_air_cop,b_19_air_electric_w,b_2_inlet_temp_c,b_2_inlet_temp_f,b_2_load_w,b_2_geo_cop,b_2_geo_electric_w,b_2_air_cop,b_2_air_electric_w,b_20_inlet_temp_c,b_20_inlet_temp_f,b_20_load_w,b_20_geo_cop,b_20_geo_electric_w,b_20_air_cop,b_20_air_electric_w,b_21_inlet_temp_c,b_21_inlet_temp_f,b_21_load_w,b_21_geo_cop,b_21_geo_electric_w,b_21_air_cop,b_21_air_electric_w,b_22_inlet_temp_c,b_22_inlet_temp_f,b_22_load_w,b_22_geo_cop,b_22_geo_electric_w,b_22_air_cop,b_22_air_electric_w,b_23_inlet_temp_c,b_23_inlet_temp_f,b_23_load_w,b_23_geo_cop,b_23_geo_electric_w,b_23_air_cop,b_23_air_electric_w,b_24_inlet_temp_c,b_24_inlet_temp_f,b_24_load_w,b_24_geo_cop,b_24_geo_electric_w,b_24_air_cop,b_24_air_electric_w,b_25_inlet_temp_c,b_25_inlet_temp_f,b_25_load_w,b_25_geo_cop,b_25_geo_electric_w,b_25_air_cop,b_25_air_electric_w,b_26_inlet_temp_c,b_26_inlet_temp_f,b_26_load_w,b_26_geo_cop,b_26_geo_electric_w,b_26_air_cop,b_26_air_electric_w,b_27_inlet_temp_c,b_27_inlet_temp_f,b_27_load_w,b_27_geo_cop,b_27_geo_electric_w,b_27_air_cop,b_27_air_electric_w,b_28_inlet_temp_c,b_28_inlet_temp_f,b_28_load_w,b_28_geo_cop,b_28_geo_electric_w,b_28_air_cop,b_28_air_electric_w,b_29_inlet_temp_c,b_29_inlet_temp_f,b_29_load_w,b_29_geo_cop,b_29_geo_electric_w,b_29_air_cop,b_29_air_electric_w,b_3_inlet_temp_c,b_3_inlet_temp_f,b_3_load_w,b_3_geo_cop,b_3_geo_electric_w,b_3_air_cop,b_3_air_electric_w,b_30_inlet_temp_c,b_30_inlet_temp_f,b_30_load_w,b_30_geo_cop,b_30_geo_electric_w,b_30_air_cop,b_30_air_electric_w,b_31_inlet_temp_c,b_31_inlet_temp_f,b_31_load_w,b_31_geo_cop,b_31_geo_electric_w,b_31_air_cop,b_31_air_electric_w,b_32_inlet_temp_c,b_32_inlet_temp_f,b_32_load_w,b_32_geo_cop,b_32_geo_electric_w,b_32_air_cop,b_32_air_electric_w,b_33_inlet_temp_c,b_33_inlet_temp_f,b_33_load_w,b_33_geo_cop,b_33_geo_electric_w,b_33_air_cop,b_33_air_electric_w,b_34_inlet_temp_c,b_34_inlet_temp_f,b_34_load_w,b_34_geo_cop,b_34_geo_electric_w,b_34_air_cop,b_34_air_electric_w,b_35_inlet_temp_c,b_35_inlet_temp_f,b_35_load_w,b_35_geo_cop,b_35_geo_electric_w,b_35_air_cop,b_35_air_electric_w,b_36_inlet_temp_c,b_36_inlet_temp_f,b_36_load_w,b_36_geo_cop,b_36_geo_electric_w,b_36_air_cop,b_36_air_electric_w,b_4_inlet_temp_c,b_4_inlet_temp_f,b_4_load_w,b_4_geo_cop,b_4_geo_electric_w,b_4_air_cop,b_4_air_electric_w,b_5_inlet_temp_c,b_5_inlet_temp_f,b_5_load_w,b_5_geo_cop,b_5_geo_electric_w,b_5_air_cop,b_5_air_electric_w,b_6_inlet_temp_c,b_6_inlet_temp_f,b_6_load_w,b_6_geo_cop,b_6_geo_electric_w,b_6_air_cop,b_6_air_electric_w,b_7_inlet_temp_c,b_7_inlet_temp_f,b_7_load_w,b_7_geo_cop,b_7_geo_electric_w,b_7_air_cop,b_7_air_electric_w,b_8_inlet_temp_c,b_8_inlet_temp_f,b_8_load_w,b_8_geo_cop,b_8_geo_electric_w,b_8_air_cop,b_8_air_electric_w,b_9_inlet_temp_c,b_9_inlet_temp_f,b_9_load_w,b_9_geo_cop,b_9_geo_electric_w,b_9_air_cop,b_9_air_electric_w
1,-10,14,12.7780072,55.00041295,-5515.1,4.840015692,1139.479777,2.225,2478.696629,10.82268692,51.48083645,-5010.1,4.706271785,1064.558153,2.225,2251.730337,10.44695689,50.80452239,-4370.7,4.680571851,933.7961555,2.225,1964.359551,10.11909792,50.21437626,-4156,4.658146298,892.2004021,2.225,1867.865169,9.807273885,49.65309299,-4304,4.637858255,928.0145627,2.225,1934.382022,9.484272015,49.07168963,-3240.8,4.617509137,701.8502625,2.225,1456.539326,9.241014069,48.63382532,-4046.1,4.602183886,879.1695638,2.225,1818.47191,12.7780072,55.00041295,-4977.1,4.840015692,1028.323112,2.225,2236.898876,12.40527052,54.32948694,-2846.5,4.814520504,591.2322936,2.225,1279.325843,12.1920562,53.94570117,-4654.6,4.799936644,969.7211328,2.225,2091.955056,11.8433305,53.31799489,-6002.3,4.776083806,1256.740929,2.225,2697.662921,12.36497255,54.25695059,-14242.81712,4.811764122,2959.999027,2.225,6401.266121,11.39350311,52.5083056,-5175.5,4.745315613,1090.654536,2.225,2326.067416,11.00552447,51.80994404,-3778.5,4.718777874,800.7369919,2.225,1698.202247,10.72220699,51.29997258,-4972.3,4.699398958,1058.071478,2.225,2234.741573,10.3492857,50.62871426,-5740.8,4.673891142,1228.269942,2.225,2580.134831,9.91860208,49.85348374,-5888.6,4.644871931,1267.763695,2.225,2646.561798,9.476692742,49.05804694,-3792.5,4.617031643,821.4152064,2.225,1704.494382,9.192015818,48.54562847,-3380.2,4.599096997,734.9703654,2.225,1519.191011,8.938240119,48.08883221,-4972.1,4.583109128,1084.874888,2.225,2234.651685,8.564859805,47.41674765,-5817.1,4.559586168,1275.795606,2.225,2614.426966,8.127895782,46.63021241,-5739.5,4.532057434,1266.422609,2.225,2579.550562,11.29772512,52.33590522,-2651.2,4.738764398,559.4707348,2.225,1191.550562,7.696627474,45.85392945,-4434,4.504887531,984.2643062,2.225,1992.808989,7.363366901,45.25406042,-6026.4,4.483892115,1344.010928,2.225,2708.494382,6.910289421,44.43852096,-6185.7,4.455348233,1388.376323,2.225,2780.089888,6.445082505,43.60114851,-3694.9,4.426040198,834.8094086,2.225,1660.629213,6.16713204,43.10083767,-6053.9,4.408529319,1373.224394,2.225,2720.853933,5.711597235,42.28087502,-4772,4.379830626,1089.539849,2.225,2144.719101,5.352418929,41.63435407,-3567.4,4.357202393,818.7363539,2.225,1603.325843,12.78051775,55.00493195,0,7.204541328,0,14.91153846,0,12.78053017,55.00495431,-5809.5,4.840188264,1200.26323,2.225,2611.011236,12.34544372,54.2217987,-5375.2,4.810428351,1117.405688,2.225,2415.820225,11.94276425,53.49697565,-5350.1,4.782885075,1118.592631,2.225,2404.539326,11.54185085,52.77533154,-5552.2,4.755462598,1167.541514,2.225,2495.370787,11.12567174,52.02620913,-4041.1,4.726995947,854.8981309,2.225,1816.224719
2,-10,14,12.77801245,55.00042241,-7146.4,4.840016052,1476.524029,2.225,3211.865169,10.83005404,51.49409728,-6518.1,4.706775696,1384.833359,2.225,2929.483146,10.45848202,50.82526763,-5647.1,4.68136017,1206.294708,2.225,2538.022472,10.13648588,50.24567458,-5386.1,4.659335634,1155.980256,2.225,2420.719101,9.829304151,49.69274747,-5368.4,4.639246161,1157.170759,2.225,2412.764045,9.523065129,49.14151723,-4020.1,4.619953103,870.160348,2.225,1806.786517,9.293701264,48.72866228,-5248.5,4.60550318,1139.61489,2.225,2358.876404,12.77801245,55.00042241,-6465.6,4.840016052,1335.863338,2.225,2905.88764,12.40994354,54.33789836,-3545.2,4.814840138,736.3068967,2.225,1593.348315,12.20809393,53.97456907,-6012.5,4.801033625,1252.334491,2.225,2702.247191,11.86568498,53.35823297,-7769.7,4.777612853,1626.272417,2.225,3492,12.37118007,54.26812412,-18736.54923,4.812188717,3893.560776,2.225,8420.921003,11.42307476,52.56153456,-6709.6,4.747338313,1413.33934,2.225,3015.550562,11.04074535,51.87334162,-4711.5,4.721186982,997.9481894,2.225,2117.52809,10.7722169,51.38999042,-6477.5,4.702819636,1377.365177,2.225,2911.235955,10.4029448,50.72530065,-7412.3,4.677561425,1584.650489,2.225,3331.370787,9.98025908,49.96446634,-7636.9,4.648756322,1642.783461,2.225,3432.314607,9.544631888,49.1803374,-4769.6,4.621311809,1032.0879,2.225,2143.640449,9.272501989,48.69050358,-4199,4.604167625,911.9998101,2.225,1887.191011,9.032886655,48.25919598,-6343,4.589071859,1382.196704,2.225,2850.786517,8.670835598,47.60750408,-7553.2,4.566262643,1654.131746,2.225,3394.696629,8.23958167,46.83124701,-7471.2,4.539093645,1645.967364,2.225,3357.842697,11.3039473,52.34710514,-3285.7,4.739189995,693.3041307,2.225,1476.719101,7.812879281,46.06318271,-5719.6,4.512211395,1267.582456,2.225,2570.606742,7.486133249,45.47503985,-7682.5,4.491626395,1710.404946,2.225,3452.808989,7.04712433,44.68482379,-8020.5,4.463968833,1796.719534,2.225,3604.719101,6.58865284,43.85957511,-4560.2,4.435085129,1028.210252,2.225,2049.52809,6.32792304,43.39026147,-7878.5,4.418659152,1783.006955,2.225,3540.898876,5.877338706,42.57920967,-6180.6,4.390272338,1407.794215,2.225,2777.797753,5.523763105,41.94277359,-4459.4,4.367997076,1020.925592,2.225,2004.224719,12.78155603,55.00680085,-223.8,4.840258432,46.23720058,2.225,100.5842697,12.76883809,54.98390855,-7724,4.839388525,1596.069412,2.225,3471.460674,12.32911343,54.19240418,-7019.9,4.809311359,1459.647645,2.225,3155.011236,11.9293559,53.47284062,-6976.9,4.781967943,1459.001834,2.225,3135.685393,11.53193477,52.75748259,-7231.3,4.754784339,1520.847106,2.225,3250.022472,11.11990321,52.01582578,-5085.8,4.72660138,1075.995116,2.225,2285.752809
3,-9,15.8,12.77800842,55.00041515,-5877,4.840015776,1214.252241,2.27,2588.986784,10.74700135,51.34460244,-5563.8,4.701094893,1183.511528,2.27,2451.013216,10.3612284,50.65021112,-4842,4.674708023,1035.786615,2.27,2133.039648,10.02541807,50.04575253,-4605,4.651738596,989.9524457,2.27,2028.634361,9.705970806,49.47074745,-4860.3,4.631476161,1049.406244,2.27,2141.101322,9.368733834,48.8637209,-3644.4,4.610230232,790.5028202,2.27,1605.462555,9.115813874,48.40846497,-4489,4.594296274,977.0810876,2.27,1977.53304,12.77800842,55.00041515,-5529.4,4.840015776,1142.434293,2.27,2435.859031,12.39517386,54.31131295,-3223.6,4.813829892,669.6539081,2.27,1420.088106,12.17194218,53.90949593,-5168.5,4.798560845,1077.093772,2.27,2276.872247,11.81394517,53.2651013,-6675.1,4.77407385,1398.197894,2.27,2940.572687,12.37110329,54.26798593,-15405.93439,4.812183465,3201.443691,2.27,6786.75524,11.35145432,52.43261778,-5752.3,4.742439475,1212.941152,2.27,2534.052863,10.95278066,51.71500519,-4273.1,4.715170197,906.245124,2.27,1882.422907,10.65655627,51.18180129,-5516,4.694908449,1174.88979,2.27,2429.955947,10.27407372,50.4933327,-6383.1,4.668746642,1367.19777,2.27,2811.938326,9.831333718,49.69640069,-6545.6,4.639374024,1410.879995,2.27,2883.524229,9.377177181,48.87891893,-4308.3,4.610762162,934.4008319,2.27,1897.929515,9.078177145,48.34071886,-3805.5,4.59192516,828.7373743,2.27,1676.431718,8.814020623,47.86523712,-5445.5,4.575283299,1190.199523,2.27,2398.898678,8.435931621,47.18467692,-6466.7,4.551463692,1420.795691,2.27,2848.76652,7.986804005,46.37624721,-6382.2,4.523168652,1411.001997,2.27,2811.54185,11.30386283,52.34695309,-2909,4.739184217,613.8187221,2.27,1281.497797,7.543404142,45.57812746,-4917.8,4.495234461,1094.003003,2.27,2166.431718,7.201650289,44.96297052,-6893.4,4.473703968,1540.870842,2.27,3036.740088,6.722459197,44.10042656,-6867.3,4.443514929,1545.46572,2.27,3025.242291,6.244919263,43.24085467,-4120.3,4.413429914,933.5822888,2.27,1815.110132,5.958328503,42.7249913,-6734.9,4.395374696,1532.269821,2.27,2966.9163,5.489741208,41.88153418,-5300.4,4.365853696,1214.05809,2.27,2334.977974,5.120853287,41.21753592,-4032.1,4.342613757,928.4961145,2.27,1776.255507,12.78078741,55.00541734,-388.2,4.840205859,80.2032003,2.27,171.0132159,12.75392687,54.95706836,-6265.5,4.838368598,1294.961282,2.27,2760.132159,12.3201102,54.17619836,-5974.1,4.808695538,1242.353556,2.27,2631.762115,11.90634606,53.4314229,-5946.2,4.78039407,1243.872349,2.27,2619.471366,11.49439361,52.6899085,-6172.1,4.752216523,1298.783414,2.27,2718.986784,11.06666273,51.91999292,-4611.5,4.722959731,976.4004486,2.27,2031.497797
4,-9,15.8,12.77800756,55.00041361,-6207.7,4.840015717,1282.57848,2.27,2734.669604,10.47646915,50.85764447,-5885,4.68259049,1256.782974,2.27,2592.511013,10.04584808,50.08252655,-5113.2,4.653136009,1098.871813,2.27,2252.511013,9.671596233,49.40887322,-4869.6,4.629310563,1051.906096,2.27,2145.198238,9.315082159,48.76714789,-5098.3,4.606850176,1106.678057,2.27,2245.947137,8.941726799,48.09510824,-3822.4,4.583328788,833.9790088,2.27,1683.876652,8.661745444,47.5911418,-4801.6,4.565689963,1051.670183,2.27,2115.242291,12.77800756,55.00041361,-5851.9,4.840015717,1209.066322,2.27,2577.929515,12.35050871,54.23091568,-3390.4,4.810774796,704.7513434,2.27,1493.568282,12.10277599,53.78499678,-5509.3,4.793829878,1149.248125,2.27,2427.004405,11.70011653,53.06020976,-7058.3,4.766287971,1480.879889,2.27,3109.38326,12.3245118,54.18412123,-14601.35765,4.808996607,3036.258673,2.27,6432.316147,11.18407298,52.13133137,-6092.5,4.730990592,1287.785271,2.27,2683.920705,10.73849019,51.32928234,-4486.3,4.700512729,954.4277951,2.27,1976.343612,10.41029209,50.73852576,-5840.2,4.678063979,1248.42243,2.27,2572.77533,9.982929792,49.96927363,-6754,4.648924577,1452.809115,2.27,2975.330396,9.48853509,49.07936316,-6917.4,4.617777711,1497.993285,2.27,3047.312775,8.981998633,48.16759754,-4530.8,4.585865914,987.9922538,2.27,1995.947137,8.650129785,47.57023361,-3992.4,4.564958176,874.575373,2.27,1758.76652,8.357633762,47.04374077,-5709.8,4.546530927,1255.858608,2.27,2515.330396,7.939203763,46.29056677,-6845.9,4.520169837,1514.522738,2.27,3015.814978,7.437349808,45.38722965,-6752.6,4.488553038,1504.404636,2.27,2974.713656,11.25723439,52.2630219,-3070.8,4.735994832,648.3959778,2.27,1352.77533,6.942159359,44.49588685,-5201.5,4.45735604,1166.947391,2.27,2291.409692,6.560599756,43.80907956,-7248.2,4.433317785,1634.938065,2.27,3193.039648,6.028724229,42.85170361,-7254,4.399809626,1648.707698,2.27,3195.594714,5.496220415,41.89319675,-4307.2,4.366261886,986.4731233,2.27,1897.444934,5.179945544,41.32390198,-7124.3,4.346336569,1639.150555,2.27,3138.45815,4.656646883,40.38196439,-5611.1,4.313368754,1300.862579,2.27,2471.85022,4.244361446,39.6398506,-4234.1,4.286674472,987.7353709,2.27,1865.242291,12.78060046,55.00508083,-833.1,4.840193072,172.1212331,2.27,367.0044053,12.71975921,54.89556657,-6665.9,4.83603153,1378.382246,2.27,2936.519824,12.23276283,54.01897309,-6333,4.802720978,1318.627509,2.27,2789.867841,11.76993212,53.18587782,-6294.7,4.771063357,1319.349488,2.27,2772.995595,11.30974978,52.35754961,-6536.2,4.739586885,1379.06534,2.27,2879.38326,10.83175248,51.49715447,-4856.8,4.70689187,1031.848645,2.27,2139.559471
5,-10,14,12.77801041,55.00041874,-6690,4.840015912,1382.226861,2.225,3006.741573,10.62870083,51.1316615,-6357.6,4.693003137,1354.697582,2.225,2857.348315,10.23233566,50.41820418,-5538.2,4.665891759,1186.954239,2.225,2489.078652,9.886967279,49.7965411,-5281,4.642878939,1137.440814,2.225,2373.483146,9.557559938,49.20360789,-5359.8,4.622126276,1159.596186,2.225,2408.898876,9.223158086,48.60168456,-4022,4.601058959,874.14659,2.225,1807.640449,8.972174772,48.14991459,-5172.6,4.585247011,1128.096259,2.225,2324.764045,12.77801041,55.00041874,-6333.1,4.840015912,1308.487434,2.225,2846.337079,12.38377549,54.29079589,-3576.7,4.813050244,743.1254233,2.225,1607.505618,12.16108535,53.88995362,-5931,4.797818238,1236.186889,2.225,2665.617978,11.79172389,53.22510301,-7597.4,4.772553914,1591.894012,2.225,3414.561798,12.36155461,54.25079829,-17134.86998,4.811530335,3561.210007,2.225,7701.065158,11.3184384,52.37318912,-6579.1,4.740181187,1387.942726,2.225,2956.898876,10.90846245,51.63523242,-4721.7,4.712138832,1002.029051,2.225,2122.11236,10.61416165,51.10549097,-6287.3,4.692008657,1340.00179,2.225,2825.752809,10.22217629,50.39991733,-7274.5,4.665196859,1559.312548,2.225,3269.438202,9.768504088,49.58330736,-7448.6,4.635415758,1606.889304,2.225,3347.685393,9.30382188,48.74687938,-4775.2,4.606140778,1036.703008,2.225,2146.157303,9.005845791,48.21052242,-4200.9,4.587368285,915.7538133,2.225,1888.044944,8.743656326,47.73858139,-6152.5,4.570850349,1346.029629,2.225,2765.168539,8.359565362,47.04721765,-7340.1,4.546652618,1614.396484,2.225,3298.921348,7.901193198,46.22214776,-7261.8,4.517775171,1607.384105,2.225,3263.730337,11.29431068,52.32975923,-3312.9,4.738530851,699.1407473,2.225,1488.94382,7.447563299,45.40561394,-5635.3,4.489196488,1255.302595,2.225,2532.719101,7.095440372,44.77179267,-7625.7,4.467012743,1707.114002,2.225,3427.280899,6.618799367,43.91383886,-7799.2,4.43698436,1757.770451,2.225,3505.258427,6.13114539,43.0360617,-4517.6,4.40626216,1025.268093,2.225,2030.382022,5.848607149,42.52749287,-7655.6,4.38846225,1744.483503,2.225,3440.719101,5.369669997,41.66540599,-6072.4,4.35828921,1393.299001,2.225,2729.168539,4.989665419,40.98139775,-4457.8,4.334348921,1028.482035,2.225,2003.505618,12.78118757,55.00613763,-1511.1,4.84023323,312.1956997,2.225,679.1460674,12.68714559,54.83686207,-7240.2,4.833800759,1497.827561,2.225,3254.022472,12.2364029,54.02552523,-6832.7,4.802969959,1422.598946,2.225,3070.876404,11.81089812,53.25961661,-6800.6,4.773865431,1424.547905,2.225,3056.449438,11.38726477,52.49707658,-7047.2,4.74488891,1485.219177,2.225,3167.280899,10.94813464,51.70664235,-5125,4.714852409,1086.990547,2.225,2303.370787
6,-10,14,12.77801826,55.00043287,-7695.5,4.840016449,1589.973935,2.225,3458.651685,10.88679705,51.59623469,-7432.2,4.710656918,1577.741731,2.225,3340.314607,10.53698051,50.96656492,-6463.5,4.686729467,1379.106698,2.225,2904.94382,10.23269185,50.41884533,-6222.3,4.665916122,1333.564478,2.225,2796.539326,9.939697366,49.89145526,-5842.8,4.646200934,1257.543546,2.225,2625.977528,9.664519039,49.39613427,-4386.2,4.628864699,947.5757631,2.225,1971.325843,9.457914715,49.02424649,-5972.4,4.615848627,1293.889918,2.225,2684.224719,12.77801826,55.00043287,-7317.6,4.840016449,1511.895688,2.225,3288.808989,12.43405925,54.38130666,-3904.7,4.816489653,810.6941531,2.225,1754.921348,12.25050177,54.05090319,-6808.5,4.803934321,1417.27583,2.225,3060,11.93035784,53.47464411,-8767.9,4.782036476,1833.507553,2.225,3940.629213,12.41629302,54.34932743,-22690.99793,4.815274442,4712.295882,2.225,10198.20131,11.51796428,52.7323357,-7605.8,4.753828756,1599.931422,2.225,3418.337079,11.16013583,52.0882445,-5147.9,4.729353291,1088.499776,2.225,2313.662921,10.9179023,51.65222415,-7452.4,4.712784518,1581.315669,2.225,3349.393258,10.56714286,51.02085716,-8358.4,4.688792572,1782.633774,2.225,3756.58427,10.1736331,50.31253958,-8601.1,4.661876504,1844.986668,2.225,3865.662921,9.768581182,49.58344613,-5227.8,4.635420614,1127.794096,2.225,2349.573034,9.522343614,49.14021851,-4582.1,4.619907648,991.8163629,2.225,2059.370787,9.306487965,48.75167834,-7091.5,4.606308742,1539.519037,2.225,3187.191011,8.972335518,48.15020393,-8612.5,4.585257138,1878.302512,2.225,3870.786517,8.566399514,47.41951912,-8480.7,4.559683169,1859.93186,2.225,3811.550562,11.34910545,52.42838982,-3645.4,4.742278813,768.702167,2.225,1638.382022,8.166561367,46.69981046,-6537.7,4.534493366,1441.770772,2.225,2938.292135,7.858258998,46.1448662,-8365,4.515070317,1852.684324,2.225,3759.550562,7.463677668,45.4346198,-8949.7,4.490211693,1993.157698,2.225,4022.337079,7.04139041,44.67450274,-4920.1,4.463607596,1102.269833,2.225,2211.280899,6.809198042,44.25655648,-8910.4,4.448979477,2002.796382,2.225,4004.674157,6.388568952,43.49942411,-7042.3,4.422479844,1592.387133,2.225,3165.078652,6.056043629,42.90087853,-4872.1,4.401530749,1106.910363,2.225,2189.707865,12.78252318,55.00854172,-2328.1,4.840324585,480.9801407,2.225,1046.337079,12.67312321,54.81162177,-8451.3,4.832841627,1748.722729,2.225,3798.337079,12.27583309,54.09649956,-7903.4,4.805666983,1644.600017,2.225,3552.089888,11.90420011,53.4275602,-7864.8,4.780247288,1645.270532,2.225,3534.741573,11.53428502,52.76171303,-8158,4.754945095,1715.687529,2.225,3666.516854,11.15047561,52.0708561,-5603.5,4.728692532,1184.999863,2.225,2518.426966
7,-9,15.8,12.77801237,55.00042226,-6694.7,4.840016046,1383.197894,2.27,2949.207048,10.74189482,51.33541068,-6467.5,4.700745606,1375.845566,2.27,2849.118943,10.37194889,50.669508,-5658.2,4.675441304,1210.195922,2.27,2492.599119,10.04821838,50.08679309,-5435.1,4.653298137,1168.010267,2.27,2394.317181,9.73718303,49.52692945,-5306.9,4.633442531,1145.347107,2.27,2337.84141,9.433418251,48.98015285,-4003.2,4.61430535,867.5628717,2.27,1763.524229,9.204238544,48.56762938,-5243.7,4.599867028,1139.967736,2.27,2310,12.77801237,55.00042226,-6401.2,4.840016046,1322.557599,2.27,2819.911894,12.41238885,54.34229993,-3575,4.815007397,742.4703027,2.27,1574.889868,12.20816029,53.97468853,-5999.6,4.801038164,1249.646388,2.27,2642.995595,11.86534092,53.35761366,-7671.7,4.777589319,1605.76799,2.27,3379.603524,12.39562191,54.31211944,-18673.97691,4.813860539,3879.210201,2.27,8226.421545,11.42684959,52.56832926,-6660.6,4.747596512,1402.941464,2.27,2934.185022,11.04604174,51.88287513,-4688.1,4.721549255,992.9156188,2.27,2065.242291,10.77795259,51.40031466,-6467.9,4.703211957,1375.209125,2.27,2849.295154,10.40799349,50.73438828,-7345.6,4.677906755,1570.274994,2.27,3235.947137,9.987709593,49.97787727,-7505.6,4.649225704,1614.376345,2.27,3306.431718,9.558140834,49.2046535,-4748.6,4.622162873,1027.354537,2.27,2091.894273,9.28630378,48.7153468,-4178.1,4.605037138,907.2890999,2.27,1840.572687,9.047084476,48.28475206,-6200.9,4.589966322,1350.968518,2.27,2731.674009,8.691963085,47.64553355,-7493.1,4.567593674,1640.491807,2.27,3300.92511,8.262713787,46.87288482,-7364.7,4.540550969,1621.983775,2.27,3244.361233,11.32840752,52.39113353,-3296.4,4.740863074,695.3164325,2.27,1452.15859,7.840692286,46.11324611,-5745.9,4.513963614,1272.916774,2.27,2531.23348,7.511349826,45.52042969,-7514.8,4.493215039,1672.477265,2.27,3310.484581,7.080494317,44.74488977,-7823.7,4.466071142,1751.808189,2.27,3446.563877,6.631786439,43.93721559,-4474.6,4.437802546,1008.291819,2.27,1971.189427,6.375102053,43.4751837,-7739.1,4.421631429,1750.28157,2.27,3409.295154,5.931023322,42.67584198,-6172.5,4.393654469,1404.866961,2.27,2719.162996,5.576741225,42.03813421,-4431.5,4.371334697,1013.7636,2.27,1952.202643,12.78154169,55.00677505,-2287.5,4.840257452,472.5988282,2.27,1007.709251,12.6509092,54.77163656,-7473.3,4.831322189,1546.84364,2.27,3292.202643,12.22399793,54.00319628,-6873.7,4.802121458,1431.388202,2.27,3028.061674,11.83122626,53.29620726,-6849.2,4.775255876,1434.310575,2.27,3017.268722,11.43974566,52.59154219,-7103,4.748478603,1495.847532,2.27,3129.07489,11.03364279,51.86055702,-5101.7,4.720701167,1080.708102,2.27,2247.444934
